JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6 HELCOR AIRMASS 
Aperture: 7, Filter: R, JD: geocentric
2457036.36567 -3.1416 0.0095 -3.7405 0.0159 -0.9024 0.0018 -0.5989 0.0185 2.2392 0.0096 2.8381 0.0160 0.00285 1.127 
2457036.36590 -3.1454 0.0094 -3.7119 0.0157 -0.9100 0.0018 -0.5665 0.0183 2.2354 0.0095 2.8019 0.0158 0.00285 1.128 
2457036.36614 -3.1593 0.0094 -3.7275 0.0158 -0.9170 0.0018 -0.5682 0.0184 2.2423 0.0095 2.8105 0.0159 0.00285 1.128 
2457036.36637 -3.1569 0.0098 -3.7345 0.0156 -0.9181 0.0018 -0.5776 0.0184 2.2388 0.0099 2.8164 0.0157 0.00285 1.129 
2457036.36662 -3.1746 0.0098 -3.7186 0.0161 -0.9062 0.0018 -0.5440 0.0188 2.2684 0.0099 2.8124 0.0162 0.00285 1.129 
2457036.36685 -3.1618 0.0096 -3.7267 0.0158 -0.9220 0.0018 -0.5649 0.0185 2.2398 0.0097 2.8047 0.0159 0.00285 1.130 
2457036.36709 -3.1476 0.0093 -3.7336 0.0161 -0.9134 0.0018 -0.5860 0.0186 2.2342 0.0094 2.8202 0.0162 0.00285 1.131 
2457036.36732 -3.1566 0.0094 -3.7325 0.0150 -0.9231 0.0018 -0.5759 0.0177 2.2335 0.0095 2.8094 0.0151 0.00285 1.131 
2457036.36756 -3.1651 0.0094 -3.7626 0.0160 -0.9285 0.0018 -0.5975 0.0186 2.2366 0.0095 2.8341 0.0161 0.00285 1.132 
2457036.36781 -3.1698 0.0094 -3.7484 0.0161 -0.9375 0.0018 -0.5786 0.0186 2.2323 0.0095 2.8109 0.0162 0.00285 1.132 
2457036.36804 -3.1626 0.0095 -3.6979 0.0149 -0.9432 0.0018 -0.5353 0.0177 2.2194 0.0096 2.7547 0.0150 0.00285 1.133 
2457036.36828 -3.1758 0.0096 -3.7334 0.0153 -0.9174 0.0018 -0.5576 0.0181 2.2584 0.0097 2.8160 0.0154 0.00285 1.133 
2457036.36851 -3.1699 0.0097 -3.7510 0.0155 -0.9311 0.0018 -0.5811 0.0183 2.2388 0.0098 2.8199 0.0156 0.00285 1.134 
2457036.36876 -3.1812 0.0094 -3.7706 0.0155 -0.9418 0.0018 -0.5894 0.0181 2.2394 0.0095 2.8288 0.0156 0.00285 1.135 
2457036.36899 -3.1742 0.0093 -3.7251 0.0159 -0.9244 0.0018 -0.5509 0.0184 2.2498 0.0094 2.8007 0.0160 0.00285 1.135 
2457036.36923 -3.1698 0.0095 -3.7461 0.0159 -0.9375 0.0018 -0.5763 0.0185 2.2323 0.0096 2.8086 0.0160 0.00285 1.136 
2457036.36946 -3.1488 0.0092 -3.7540 0.0165 -0.9274 0.0019 -0.6052 0.0189 2.2214 0.0094 2.8266 0.0166 0.00285 1.136 
2457036.36971 -3.1909 0.0096 -3.7623 0.0163 -0.9354 0.0018 -0.5714 0.0189 2.2555 0.0097 2.8269 0.0164 0.00285 1.137 
2457036.36995 -3.1865 0.0094 -3.7598 0.0162 -0.9592 0.0018 -0.5733 0.0187 2.2273 0.0095 2.8006 0.0163 0.00285 1.138 
2457036.37018 -3.1823 0.0092 -3.7562 0.0156 -0.9498 0.0018 -0.5739 0.0181 2.2325 0.0093 2.8064 0.0157 0.00285 1.138 
2457036.37042 -3.1996 0.0099 -3.7445 0.0158 -0.9403 0.0018 -0.5449 0.0186 2.2593 0.0100 2.8042 0.0159 0.00285 1.139 
2457036.37065 -3.1853 0.0095 -3.7552 0.0154 -0.9492 0.0018 -0.5699 0.0181 2.2361 0.0096 2.8060 0.0155 0.00285 1.139 
2457036.37090 -3.2016 0.0095 -3.7857 0.0164 -0.9594 0.0018 -0.5841 0.0190 2.2422 0.0096 2.8263 0.0165 0.00285 1.140 
2457036.37113 -3.1860 0.0095 -3.7412 0.0154 -0.9495 0.0018 -0.5552 0.0181 2.2365 0.0096 2.7917 0.0155 0.00285 1.141 
2457036.37229 -3.2193 0.0096 -3.7764 0.0154 -0.9657 0.0018 -0.5571 0.0181 2.2536 0.0097 2.8107 0.0155 0.00285 1.144 
2457036.37253 -3.1980 0.0092 -3.7682 0.0159 -0.9655 0.0018 -0.5702 0.0184 2.2325 0.0093 2.8027 0.0160 0.00285 1.144 
2457036.37276 -3.2024 0.0096 -3.7618 0.0152 -0.9628 0.0018 -0.5594 0.0180 2.2396 0.0097 2.7990 0.0153 0.00285 1.145 
2457036.37300 -3.1962 0.0094 -3.7652 0.0150 -0.9709 0.0018 -0.5690 0.0177 2.2253 0.0095 2.7943 0.0151 0.00285 1.145 
2457036.37323 -3.2030 0.0095 -3.7710 0.0151 -0.9667 0.0018 -0.5680 0.0178 2.2363 0.0096 2.8043 0.0152 0.00285 1.146 
2457036.37348 -3.2197 0.0094 -3.8046 0.0163 -0.9689 0.0018 -0.5849 0.0188 2.2508 0.0095 2.8357 0.0164 0.00285 1.147 
2457036.37371 -3.2103 0.0092 -3.7964 0.0154 -0.9706 0.0018 -0.5861 0.0179 2.2397 0.0093 2.8258 0.0155 0.00285 1.147 
2457036.37395 -3.2136 0.0095 -3.7966 0.0157 -0.9742 0.0018 -0.5830 0.0184 2.2394 0.0096 2.8224 0.0158 0.00285 1.148 
2457036.37418 -3.2018 0.0093 -3.7660 0.0154 -0.9660 0.0018 -0.5642 0.0180 2.2358 0.0094 2.8000 0.0155 0.00285 1.149 
2457036.37443 -3.2137 0.0096 -3.7583 0.0158 -0.9789 0.0018 -0.5446 0.0185 2.2348 0.0097 2.7794 0.0159 0.00285 1.149 
2457036.37466 -3.2093 0.0095 -3.7778 0.0160 -0.9723 0.0018 -0.5685 0.0186 2.2370 0.0096 2.8055 0.0161 0.00285 1.150 
2457036.37490 -3.2394 0.0097 -3.7954 0.0154 -0.9862 0.0018 -0.5560 0.0182 2.2532 0.0098 2.8092 0.0155 0.00285 1.151 
2457036.37514 -3.2150 0.0096 -3.8047 0.0162 -0.9976 0.0018 -0.5897 0.0188 2.2174 0.0097 2.8071 0.0163 0.00285 1.151 
2457036.37538 -3.2317 0.0096 -3.7732 0.0155 -0.9820 0.0018 -0.5415 0.0182 2.2497 0.0097 2.7912 0.0156 0.00285 1.152 
2457036.37562 -3.2277 0.0095 -3.8052 0.0159 -0.9867 0.0018 -0.5775 0.0185 2.2410 0.0096 2.8185 0.0160 0.00285 1.152 
2457036.37585 -3.2127 0.0096 -3.7897 0.0157 -0.9875 0.0018 -0.5770 0.0184 2.2252 0.0097 2.8022 0.0158 0.00284 1.153 
2457036.37608 -3.2526 0.0096 -3.8148 0.0157 -1.0025 0.0018 -0.5622 0.0184 2.2501 0.0097 2.8123 0.0158 0.00284 1.154 
2457036.37633 -3.2510 0.0094 -3.8181 0.0157 -1.0022 0.0018 -0.5671 0.0183 2.2488 0.0095 2.8159 0.0158 0.00284 1.154 
2457036.37657 -3.2308 0.0094 -3.7869 0.0153 -0.9962 0.0018 -0.5561 0.0180 2.2346 0.0095 2.7907 0.0154 0.00284 1.155 
2457036.37680 -3.2411 0.0098 -3.7984 0.0152 -0.9995 0.0018 -0.5573 0.0181 2.2416 0.0099 2.7989 0.0153 0.00284 1.156 
2457036.37704 -3.2388 0.0095 -3.8144 0.0158 -1.0095 0.0018 -0.5756 0.0184 2.2293 0.0096 2.8049 0.0159 0.00284 1.156 
2457036.37727 -3.2315 0.0094 -3.8192 0.0161 -1.0013 0.0018 -0.5877 0.0186 2.2302 0.0095 2.8179 0.0162 0.00284 1.157 
2457036.37752 -3.2548 0.0097 -3.8123 0.0153 -1.0054 0.0018 -0.5575 0.0181 2.2494 0.0098 2.8069 0.0154 0.00284 1.158 
2457036.37775 -3.2594 0.0097 -3.8045 0.0156 -1.0105 0.0018 -0.5451 0.0184 2.2489 0.0098 2.7940 0.0157 0.00284 1.158 
2457036.37799 -3.2516 0.0094 -3.8226 0.0157 -0.9998 0.0018 -0.5710 0.0183 2.2518 0.0095 2.8228 0.0158 0.00284 1.159 
2457036.37822 -3.2578 0.0095 -3.8282 0.0152 -1.0171 0.0017 -0.5704 0.0179 2.2407 0.0096 2.8111 0.0153 0.00284 1.160 
2457036.37847 -3.2732 0.0098 -3.8101 0.0158 -1.0180 0.0018 -0.5369 0.0186 2.2552 0.0099 2.7921 0.0159 0.00284 1.160 
2457036.37870 -3.2758 0.0093 -3.8411 0.0154 -1.0389 0.0018 -0.5653 0.0180 2.2369 0.0094 2.8022 0.0155 0.00284 1.161 
2457036.37894 -3.2794 0.0097 -3.8305 0.0157 -1.0244 0.0018 -0.5511 0.0185 2.2550 0.0098 2.8061 0.0158 0.00284 1.162 
2457036.37917 -3.2434 0.0093 -3.8184 0.0161 -1.0113 0.0018 -0.5750 0.0186 2.2321 0.0094 2.8071 0.0162 0.00284 1.162 
2457036.37942 -3.2621 0.0095 -3.8182 0.0156 -1.0130 0.0018 -0.5561 0.0183 2.2491 0.0096 2.8052 0.0157 0.00284 1.163 
2457036.37965 -3.2647 0.0093 -3.8512 0.0159 -1.0221 0.0017 -0.5865 0.0184 2.2426 0.0094 2.8291 0.0160 0.00284 1.164 
2457036.37989 -3.2586 0.0091 -3.8347 0.0155 -1.0232 0.0018 -0.5761 0.0180 2.2354 0.0092 2.8115 0.0156 0.00284 1.164 
2457036.38012 -3.2621 0.0097 -3.8216 0.0161 -1.0214 0.0018 -0.5595 0.0188 2.2407 0.0098 2.8002 0.0162 0.00284 1.165 
2457036.38037 -3.2674 0.0092 -3.8227 0.0157 -1.0185 0.0018 -0.5553 0.0182 2.2489 0.0093 2.8042 0.0158 0.00284 1.166 
2457036.38060 -3.2634 0.0095 -3.8256 0.0152 -1.0165 0.0018 -0.5622 0.0179 2.2469 0.0096 2.8091 0.0153 0.00284 1.166 
2457036.38084 -3.2839 0.0096 -3.8406 0.0154 -1.0329 0.0018 -0.5567 0.0181 2.2510 0.0097 2.8077 0.0155 0.00284 1.167 
2457036.38108 -3.2650 0.0094 -3.8580 0.0157 -1.0238 0.0018 -0.5930 0.0183 2.2412 0.0095 2.8342 0.0158 0.00284 1.168 
2457036.38131 -3.2672 0.0093 -3.8516 0.0162 -1.0357 0.0018 -0.5844 0.0187 2.2315 0.0094 2.8159 0.0163 0.00284 1.168 
2457036.38156 -3.2971 0.0095 -3.8363 0.0156 -1.0264 0.0018 -0.5392 0.0183 2.2707 0.0096 2.8099 0.0157 0.00284 1.169 
2457036.38179 -3.2952 0.0097 -3.8501 0.0158 -1.0503 0.0018 -0.5549 0.0185 2.2449 0.0098 2.7998 0.0159 0.00284 1.170 
2457036.38202 -3.2830 0.0096 -3.8174 0.0149 -1.0346 0.0018 -0.5344 0.0177 2.2484 0.0097 2.7828 0.0150 0.00284 1.170 
2457036.38226 -3.2980 0.0096 -3.8715 0.0160 -1.0554 0.0018 -0.5735 0.0187 2.2426 0.0097 2.8161 0.0161 0.00284 1.171 
2457036.38249 -3.2758 0.0097 -3.8435 0.0160 -1.0556 0.0018 -0.5677 0.0187 2.2202 0.0098 2.7879 0.0161 0.00284 1.172 
2457036.38274 -3.2895 0.0094 -3.8573 0.0156 -1.0623 0.0018 -0.5678 0.0182 2.2272 0.0095 2.7950 0.0157 0.00284 1.172 
2457036.38297 -3.2699 0.0096 -3.8236 0.0153 -1.0401 0.0018 -0.5537 0.0181 2.2298 0.0097 2.7835 0.0154 0.00284 1.173 
2457036.38321 -3.2944 0.0095 -3.8396 0.0153 -1.0411 0.0018 -0.5452 0.0180 2.2533 0.0096 2.7985 0.0154 0.00284 1.174 
2457036.38345 -3.3029 0.0095 -3.8284 0.0149 -1.0562 0.0018 -0.5255 0.0177 2.2467 0.0096 2.7722 0.0150 0.00284 1.175 
2457036.38369 -3.3018 0.0099 -3.8853 0.0157 -1.0700 0.0018 -0.5835 0.0186 2.2318 0.0100 2.8153 0.0158 0.00284 1.175 
2457036.38393 -3.3035 0.0097 -3.8536 0.0158 -1.0573 0.0018 -0.5501 0.0185 2.2462 0.0098 2.7963 0.0159 0.00284 1.176 
2457036.38416 -3.2911 0.0097 -3.8771 0.0157 -1.0643 0.0018 -0.5860 0.0185 2.2268 0.0098 2.8128 0.0158 0.00284 1.177 
2457036.38440 -3.2982 0.0095 -3.8585 0.0155 -1.0551 0.0018 -0.5603 0.0182 2.2431 0.0096 2.8034 0.0156 0.00284 1.177 
2457036.38464 -3.3081 0.0097 -3.8921 0.0157 -1.0808 0.0018 -0.5840 0.0185 2.2273 0.0098 2.8113 0.0158 0.00284 1.178 
2457036.38488 -3.2994 0.0097 -3.8738 0.0154 -1.0494 0.0019 -0.5744 0.0182 2.2500 0.0098 2.8244 0.0155 0.00284 1.179 
2457036.38511 -3.3163 0.0098 -3.8700 0.0159 -1.0643 0.0018 -0.5537 0.0187 2.2520 0.0099 2.8057 0.0160 0.00284 1.180 
2457036.38535 -3.3001 0.0097 -3.8667 0.0156 -1.0353 0.0018 -0.5666 0.0184 2.2648 0.0098 2.8314 0.0157 0.00284 1.180 
2457036.38558 -3.3075 0.0096 -3.8669 0.0159 -1.0724 0.0019 -0.5594 0.0186 2.2351 0.0097 2.7945 0.0160 0.00284 1.181 
2457036.38583 -3.3048 0.0093 -3.8931 0.0159 -1.0704 0.0018 -0.5883 0.0184 2.2344 0.0094 2.8227 0.0160 0.00284 1.182 
2457036.38607 -3.3085 0.0096 -3.8761 0.0154 -1.0761 0.0018 -0.5676 0.0181 2.2324 0.0097 2.8000 0.0155 0.00284 1.182 
2457036.38630 -3.3205 0.0094 -3.8869 0.0157 -1.0818 0.0018 -0.5664 0.0183 2.2387 0.0095 2.8051 0.0158 0.00284 1.183 
2457036.38655 -3.3208 0.0096 -3.8901 0.0164 -1.0703 0.0018 -0.5693 0.0190 2.2505 0.0097 2.8198 0.0165 0.00284 1.184 
2457036.38678 -3.3031 0.0094 -3.8586 0.0157 -1.0656 0.0018 -0.5555 0.0183 2.2375 0.0095 2.7930 0.0158 0.00284 1.185 
2457036.38701 -3.3111 0.0099 -3.9001 0.0156 -1.0740 0.0019 -0.5890 0.0185 2.2371 0.0100 2.8261 0.0157 0.00284 1.185 
2457036.38725 -3.3231 0.0097 -3.8879 0.0155 -1.0839 0.0019 -0.5648 0.0183 2.2392 0.0098 2.8040 0.0156 0.00284 1.186 
2457036.38749 -3.3356 0.0097 -3.8982 0.0160 -1.0920 0.0018 -0.5626 0.0187 2.2436 0.0098 2.8062 0.0161 0.00284 1.187 
2457036.38773 -3.3325 0.0096 -3.8841 0.0154 -1.1060 0.0018 -0.5516 0.0181 2.2265 0.0097 2.7781 0.0155 0.00284 1.188 
2457036.38797 -3.3344 0.0096 -3.9114 0.0163 -1.0951 0.0018 -0.5770 0.0189 2.2393 0.0097 2.8163 0.0164 0.00284 1.188 
2457036.38820 -3.3493 0.0094 -3.8917 0.0154 -1.0822 0.0018 -0.5424 0.0180 2.2671 0.0095 2.8095 0.0155 0.00284 1.189 
2457036.38844 -3.3378 0.0098 -3.8964 0.0161 -1.0917 0.0019 -0.5586 0.0188 2.2461 0.0099 2.8047 0.0162 0.00284 1.190 
2457036.38868 -3.3251 0.0093 -3.9117 0.0158 -1.1082 0.0018 -0.5866 0.0183 2.2169 0.0094 2.8035 0.0159 0.00284 1.190 
2457036.38892 -3.3424 0.0097 -3.9426 0.0164 -1.0975 0.0018 -0.6002 0.0191 2.2449 0.0098 2.8451 0.0165 0.00284 1.191 
2457036.38916 -3.3571 0.0097 -3.9332 0.0158 -1.1127 0.0018 -0.5761 0.0185 2.2444 0.0098 2.8205 0.0159 0.00284 1.192 
2457036.38939 -3.3352 0.0094 -3.8988 0.0160 -1.1028 0.0018 -0.5636 0.0186 2.2324 0.0095 2.7960 0.0161 0.00284 1.193 
2457036.38963 -3.3197 0.0093 -3.8908 0.0153 -1.0883 0.0019 -0.5711 0.0179 2.2314 0.0095 2.8025 0.0154 0.00284 1.194 
2457036.38987 -3.3406 0.0094 -3.9092 0.0162 -1.0977 0.0018 -0.5686 0.0187 2.2429 0.0095 2.8115 0.0163 0.00284 1.194 
2457036.39011 -3.3543 0.0097 -3.9125 0.0164 -1.0982 0.0019 -0.5582 0.0191 2.2561 0.0098 2.8143 0.0165 0.00284 1.195 
2457036.39034 -3.3575 0.0097 -3.8962 0.0149 -1.1003 0.0018 -0.5387 0.0178 2.2572 0.0098 2.7959 0.0150 0.00284 1.196 
2457036.39058 -3.3451 0.0096 -3.9029 0.0155 -1.0982 0.0018 -0.5578 0.0182 2.2469 0.0097 2.8047 0.0156 0.00284 1.197 
2457036.39082 -3.3471 0.0094 -3.9071 0.0154 -1.0997 0.0018 -0.5600 0.0180 2.2474 0.0095 2.8074 0.0155 0.00284 1.197 
2457036.39106 -3.3659 0.0099 -3.9097 0.0153 -1.1171 0.0019 -0.5438 0.0182 2.2488 0.0100 2.7926 0.0154 0.00284 1.198 
2457036.39130 -3.3542 0.0099 -3.9299 0.0159 -1.1157 0.0018 -0.5757 0.0187 2.2385 0.0100 2.8142 0.0160 0.00284 1.199 
2457036.39153 -3.3693 0.0094 -3.9330 0.0157 -1.1275 0.0018 -0.5637 0.0183 2.2418 0.0095 2.8055 0.0158 0.00284 1.200 
2457036.39178 -3.3697 0.0098 -3.9252 0.0160 -1.1195 0.0018 -0.5555 0.0188 2.2502 0.0099 2.8057 0.0161 0.00284 1.200 
2457036.39201 -3.3568 0.0095 -3.9129 0.0158 -1.1128 0.0018 -0.5561 0.0184 2.2440 0.0096 2.8001 0.0159 0.00284 1.201 
2457036.39225 -3.3635 0.0094 -3.9241 0.0151 -1.1334 0.0018 -0.5606 0.0178 2.2301 0.0095 2.7907 0.0152 0.00284 1.202 
2457036.39248 -3.3666 0.0099 -3.9455 0.0167 -1.1339 0.0019 -0.5789 0.0194 2.2327 0.0100 2.8116 0.0168 0.00284 1.203 
2457036.39273 -3.3537 0.0094 -3.9264 0.0155 -1.1165 0.0018 -0.5727 0.0181 2.2372 0.0095 2.8099 0.0156 0.00284 1.204 
2457036.39296 -3.3700 0.0096 -3.9389 0.0156 -1.1273 0.0018 -0.5689 0.0183 2.2427 0.0097 2.8116 0.0157 0.00284 1.204 
2457036.39320 -3.3616 0.0093 -3.9502 0.0160 -1.1356 0.0018 -0.5886 0.0185 2.2260 0.0094 2.8146 0.0161 0.00284 1.205 
2457036.39343 -3.3566 0.0098 -3.9089 0.0160 -1.1262 0.0018 -0.5523 0.0188 2.2304 0.0099 2.7827 0.0161 0.00284 1.206 
2457036.39367 -3.3665 0.0102 -3.9284 0.0156 -1.1203 0.0019 -0.5619 0.0186 2.2462 0.0103 2.8081 0.0157 0.00284 1.207 
2457036.39391 -3.3794 0.0096 -3.9514 0.0159 -1.1279 0.0018 -0.5720 0.0186 2.2515 0.0097 2.8235 0.0160 0.00284 1.207 
2457036.39415 -3.3649 0.0093 -3.9411 0.0161 -1.1236 0.0018 -0.5762 0.0186 2.2413 0.0094 2.8175 0.0162 0.00284 1.208 
2457036.39438 -3.4013 0.0096 -3.9515 0.0157 -1.1314 0.0018 -0.5502 0.0184 2.2699 0.0097 2.8201 0.0158 0.00284 1.209 
2457036.39462 -3.3807 0.0097 -3.9693 0.0154 -1.1417 0.0018 -0.5886 0.0182 2.2390 0.0098 2.8276 0.0155 0.00284 1.210 
2457036.39486 -3.3671 0.0094 -3.9627 0.0159 -1.1383 0.0018 -0.5956 0.0185 2.2288 0.0095 2.8244 0.0160 0.00284 1.211 
2457036.39510 -3.3852 0.0098 -3.9521 0.0157 -1.1374 0.0018 -0.5669 0.0185 2.2478 0.0099 2.8147 0.0158 0.00284 1.211 
2457036.39534 -3.3903 0.0105 -3.9593 0.0172 -1.1524 0.0021 -0.5690 0.0202 2.2379 0.0107 2.8069 0.0173 0.00284 1.212 
2457036.39557 -3.3798 0.0095 -3.9390 0.0157 -1.1443 0.0018 -0.5592 0.0184 2.2355 0.0096 2.7947 0.0158 0.00284 1.213 
2457036.39582 -3.3923 0.0097 -3.9588 0.0153 -1.1483 0.0018 -0.5665 0.0181 2.2440 0.0098 2.8105 0.0154 0.00284 1.214 
2457036.39605 -3.3934 0.0096 -3.9639 0.0161 -1.1516 0.0017 -0.5705 0.0187 2.2418 0.0097 2.8123 0.0162 0.00284 1.215 
2457036.39629 -3.3867 0.0096 -3.9323 0.0155 -1.1379 0.0018 -0.5456 0.0182 2.2488 0.0097 2.7944 0.0156 0.00284 1.215 
2457036.39652 -3.3805 0.0107 -3.9648 0.0174 -1.1636 0.0022 -0.5843 0.0204 2.2169 0.0109 2.8012 0.0175 0.00284 1.216 
2457036.39677 -3.3892 0.0093 -3.9491 0.0155 -1.1522 0.0018 -0.5599 0.0181 2.2370 0.0094 2.7969 0.0156 0.00284 1.217 
2457036.39700 -3.3967 0.0094 -3.9492 0.0157 -1.1566 0.0018 -0.5525 0.0183 2.2401 0.0095 2.7926 0.0158 0.00284 1.218 
2457036.39724 -3.3850 0.0092 -3.9574 0.0155 -1.1431 0.0018 -0.5724 0.0180 2.2419 0.0093 2.8143 0.0156 0.00284 1.219 
2457036.39747 -3.3945 0.0096 -3.9665 0.0160 -1.1581 0.0018 -0.5720 0.0187 2.2364 0.0097 2.8084 0.0161 0.00284 1.220 
2457036.39771 -3.3945 0.0097 -3.9535 0.0153 -1.1509 0.0017 -0.5590 0.0181 2.2436 0.0098 2.8026 0.0154 0.00284 1.220 
2457036.39796 -3.3979 0.0095 -3.9543 0.0152 -1.1651 0.0018 -0.5564 0.0179 2.2328 0.0096 2.7892 0.0153 0.00284 1.221 
2457036.39819 -3.4148 0.0100 -3.9441 0.0152 -1.1634 0.0018 -0.5293 0.0182 2.2514 0.0101 2.7807 0.0153 0.00284 1.222 
2457036.39843 -3.4113 0.0094 -3.9723 0.0160 -1.1724 0.0018 -0.5610 0.0186 2.2389 0.0095 2.7999 0.0161 0.00284 1.223 
2457036.39866 -3.4040 0.0095 -3.9773 0.0163 -1.1718 0.0018 -0.5733 0.0189 2.2322 0.0097 2.8055 0.0164 0.00284 1.224 
2457036.39891 -3.4101 0.0096 -3.9758 0.0164 -1.1695 0.0019 -0.5657 0.0190 2.2406 0.0097 2.8063 0.0165 0.00284 1.225 
2457036.39914 -3.4104 0.0092 -3.9748 0.0156 -1.1694 0.0017 -0.5644 0.0181 2.2410 0.0093 2.8054 0.0157 0.00284 1.225 
2457036.39938 -3.4089 0.0097 -3.9572 0.0151 -1.1725 0.0018 -0.5483 0.0179 2.2364 0.0098 2.7847 0.0152 0.00284 1.226 
2457036.39961 -3.4248 0.0100 -3.9809 0.0156 -1.1686 0.0019 -0.5561 0.0185 2.2562 0.0101 2.8123 0.0157 0.00284 1.227 
2457036.39986 -3.4193 0.0096 -3.9817 0.0155 -1.1772 0.0018 -0.5624 0.0182 2.2421 0.0097 2.8045 0.0156 0.00284 1.228 
2457036.40010 -3.4140 0.0094 -4.0047 0.0163 -1.1686 0.0018 -0.5907 0.0188 2.2454 0.0095 2.8361 0.0164 0.00284 1.229 
2457036.40033 -3.4219 0.0095 -3.9893 0.0159 -1.1777 0.0017 -0.5674 0.0185 2.2442 0.0096 2.8116 0.0160 0.00284 1.230 
2457036.40057 -3.4291 0.0098 -3.9906 0.0161 -1.1825 0.0017 -0.5615 0.0188 2.2466 0.0099 2.8081 0.0162 0.00284 1.230 
2457036.40080 -3.4217 0.0097 -3.9750 0.0156 -1.1753 0.0017 -0.5533 0.0184 2.2464 0.0098 2.7997 0.0157 0.00284 1.231 
2457036.40105 -3.4124 0.0094 -3.9770 0.0155 -1.1760 0.0018 -0.5646 0.0181 2.2364 0.0095 2.8010 0.0156 0.00284 1.232 
2457036.40128 -3.4072 0.0096 -3.9762 0.0159 -1.1685 0.0018 -0.5690 0.0186 2.2387 0.0097 2.8077 0.0160 0.00284 1.233 
2457036.40152 -3.4313 0.0094 -4.0133 0.0158 -1.1967 0.0018 -0.5820 0.0184 2.2346 0.0096 2.8166 0.0159 0.00284 1.234 
2457036.40177 -3.4378 0.0110 -4.0022 0.0177 -1.1958 0.0022 -0.5644 0.0208 2.2420 0.0112 2.8064 0.0178 0.00284 1.235 
2457036.40200 -3.4184 0.0095 -3.9910 0.0153 -1.1729 0.0017 -0.5726 0.0180 2.2455 0.0096 2.8181 0.0154 0.00284 1.236 
2457036.40224 -3.4390 0.0095 -4.0182 0.0159 -1.1988 0.0017 -0.5792 0.0185 2.2402 0.0096 2.8194 0.0160 0.00284 1.236 
2457036.40248 -3.4262 0.0096 -3.9929 0.0158 -1.1924 0.0017 -0.5667 0.0185 2.2338 0.0097 2.8005 0.0159 0.00284 1.237 
2457036.40271 -3.4233 0.0095 -3.9878 0.0157 -1.1891 0.0017 -0.5645 0.0184 2.2342 0.0096 2.7987 0.0158 0.00284 1.238 
2457036.40296 -3.4505 0.0095 -3.9939 0.0158 -1.2077 0.0017 -0.5434 0.0184 2.2428 0.0096 2.7862 0.0159 0.00284 1.239 
2457036.40319 -3.4431 0.0095 -4.0100 0.0158 -1.2026 0.0017 -0.5669 0.0184 2.2405 0.0096 2.8074 0.0159 0.00284 1.240 
2457036.40343 -3.4376 0.0094 -4.0150 0.0156 -1.2002 0.0017 -0.5774 0.0182 2.2374 0.0095 2.8148 0.0157 0.00284 1.241 
2457036.40366 -3.4484 0.0096 -3.9880 0.0156 -1.1915 0.0017 -0.5396 0.0183 2.2569 0.0097 2.7965 0.0157 0.00284 1.242 
2457036.40391 -3.4507 0.0097 -4.0202 0.0160 -1.2167 0.0017 -0.5695 0.0187 2.2340 0.0098 2.8035 0.0161 0.00284 1.243 
2457036.40415 -3.4511 0.0096 -4.0200 0.0152 -1.2233 0.0018 -0.5689 0.0180 2.2278 0.0097 2.7967 0.0153 0.00284 1.244 
2457036.40438 -3.4502 0.0096 -3.9929 0.0150 -1.2056 0.0017 -0.5427 0.0178 2.2446 0.0097 2.7873 0.0151 0.00284 1.244 
2457036.40462 -3.4563 0.0095 -4.0335 0.0160 -1.2103 0.0017 -0.5772 0.0186 2.2460 0.0096 2.8232 0.0161 0.00284 1.245 
2457036.40485 -3.4599 0.0094 -4.0310 0.0154 -1.2227 0.0017 -0.5711 0.0180 2.2372 0.0095 2.8083 0.0155 0.00284 1.246 
2457036.40510 -3.4489 0.0093 -4.0323 0.0163 -1.1988 0.0017 -0.5834 0.0188 2.2501 0.0094 2.8335 0.0164 0.00284 1.247 
2457036.40533 -3.4510 0.0097 -4.0151 0.0156 -1.2033 0.0017 -0.5641 0.0184 2.2477 0.0098 2.8118 0.0157 0.00284 1.248 
2457036.40557 -3.4376 0.0097 -4.0241 0.0160 -1.2157 0.0017 -0.5865 0.0187 2.2219 0.0098 2.8084 0.0161 0.00284 1.249 
2457036.40580 -3.4490 0.0094 -4.0221 0.0158 -1.2130 0.0017 -0.5731 0.0184 2.2360 0.0095 2.8091 0.0159 0.00284 1.250 
2457036.40605 -3.4609 0.0096 -4.0085 0.0154 -1.2187 0.0017 -0.5476 0.0181 2.2422 0.0097 2.7898 0.0155 0.00284 1.251 
2457036.40629 -3.4465 0.0093 -4.0368 0.0163 -1.2197 0.0017 -0.5903 0.0188 2.2268 0.0094 2.8171 0.0164 0.00284 1.252 
2457036.40652 -3.4583 0.0099 -4.0327 0.0161 -1.2092 0.0017 -0.5744 0.0189 2.2491 0.0100 2.8235 0.0162 0.00284 1.253 
2457036.40675 -3.4593 0.0096 -4.0183 0.0155 -1.2225 0.0017 -0.5590 0.0182 2.2368 0.0097 2.7958 0.0156 0.00284 1.253 
2457036.40700 -3.4722 0.0098 -4.0208 0.0159 -1.2218 0.0018 -0.5486 0.0187 2.2504 0.0099 2.7990 0.0160 0.00284 1.254 
