JD V-C s1 V-C1 s2 V-C2 s3 V-C3 s4 V-C4 s5 C-C1 s6 C-C2 s7 C-C3 s8 C-C4 s9 C1-C2 s10 C1-C3 s11 C1-C4 s12 C2-C3 s13 C2-C4 s14 C3-C4 s15 HELCOR AIRMASS 
Aperture: 3, Filter: I, JD: geocentric
2456972.38285 -5.1390 0.0411 -2.6890 0.0048 -6.0588 0.0723 -5.4201 0.0429 -5.4379 0.0446 2.4500 0.0414 -0.9198 0.0832 -0.2811 0.0594 -0.2989 0.0606 -3.3698 0.0725 -2.7311 0.0432 -2.7489 0.0448 0.6387 0.0841 0.6209 0.0849 -0.0178 0.0619 0.00334 1.310 
2456972.38343 -5.1012 0.0370 -2.6874 0.0049 -6.2664 0.0872 -5.4427 0.0422 -5.4541 0.0463 2.4138 0.0373 -1.1652 0.0947 -0.3415 0.0561 -0.3529 0.0593 -3.5790 0.0873 -2.7553 0.0425 -2.7667 0.0465 0.8237 0.0969 0.8123 0.0987 -0.0114 0.0626 0.00334 1.308 
2456972.38402 -5.1029 0.0388 -2.6858 0.0049 -6.1374 0.0767 -5.4143 0.0432 -5.4361 0.0439 2.4171 0.0391 -1.0345 0.0860 -0.3114 0.0581 -0.3332 0.0586 -3.4516 0.0769 -2.7285 0.0435 -2.7503 0.0442 0.7231 0.0880 0.7013 0.0884 -0.0218 0.0616 0.00334 1.306 
2456972.38460 -5.1365 0.0379 -2.6879 0.0048 -6.2090 0.0803 -5.3718 0.0411 -5.3925 0.0415 2.4486 0.0382 -1.0725 0.0888 -0.2353 0.0559 -0.2560 0.0562 -3.5211 0.0804 -2.6839 0.0414 -2.7046 0.0418 0.8372 0.0902 0.8165 0.0904 -0.0207 0.0584 0.00334 1.304 
2456972.38519 -5.1770 0.0404 -2.6823 0.0048 99.9999 9.9999 -5.3798 0.0416 -5.4572 0.0456 2.4947 0.0407 99.9999 9.9999 -0.2028 0.0580 -0.2802 0.0609 99.9999 9.9999 -2.6975 0.0419 -2.7749 0.0458 99.9999 9.9999 99.9999 9.9999 -0.0774 0.0617 0.00334 1.302 
2456972.38577 -5.0990 0.0386 -2.7035 0.0049 -6.2418 0.0858 -5.4092 0.0426 -5.4148 0.0424 2.3955 0.0389 -1.1428 0.0941 -0.3102 0.0575 -0.3158 0.0573 -3.5383 0.0859 -2.7057 0.0429 -2.7113 0.0427 0.8326 0.0958 0.8270 0.0957 -0.0056 0.0601 0.00334 1.300 
2456972.38634 -5.1739 0.0393 -2.6904 0.0048 -6.2434 0.0865 -5.4445 0.0418 -5.4340 0.0426 2.4835 0.0396 -1.0695 0.0950 -0.2706 0.0574 -0.2601 0.0580 -3.5530 0.0866 -2.7541 0.0421 -2.7436 0.0429 0.7989 0.0961 0.8094 0.0964 0.0105 0.0597 0.00334 1.298 
2456972.38692 -5.1604 0.0389 -2.6619 0.0046 -6.2467 0.0876 -5.4111 0.0415 -5.4364 0.0434 2.4985 0.0392 -1.0863 0.0958 -0.2507 0.0569 -0.2760 0.0583 -3.5848 0.0877 -2.7492 0.0417 -2.7745 0.0436 0.8356 0.0969 0.8103 0.0978 -0.0253 0.0600 0.00334 1.296 
2456972.38751 -5.1478 0.0411 -2.6901 0.0048 99.9999 9.9999 -5.4214 0.0433 -5.4330 0.0436 2.4577 0.0414 99.9999 9.9999 -0.2736 0.0597 -0.2852 0.0599 99.9999 9.9999 -2.7313 0.0436 -2.7429 0.0439 99.9999 9.9999 99.9999 9.9999 -0.0116 0.0614 0.00334 1.294 
2456972.38807 -5.1466 0.0399 -2.7047 0.0049 -6.2187 0.0826 -5.4433 0.0420 -5.4443 0.0450 2.4419 0.0402 -1.0721 0.0917 -0.2967 0.0579 -0.2977 0.0601 -3.5140 0.0827 -2.7386 0.0423 -2.7396 0.0453 0.7754 0.0927 0.7744 0.0941 -0.0010 0.0616 0.00334 1.292 
2456972.38866 -5.2049 0.0425 -2.7160 0.0051 99.9999 9.9999 -5.4362 0.0454 -5.4173 0.0439 2.4889 0.0428 99.9999 9.9999 -0.2313 0.0622 -0.2124 0.0611 99.9999 9.9999 -2.7202 0.0457 -2.7013 0.0442 99.9999 9.9999 99.9999 9.9999 0.0189 0.0632 0.00334 1.290 
2456972.38924 -5.1081 0.0386 -2.6908 0.0048 -6.1909 0.0829 -5.4054 0.0422 -5.4413 0.0454 2.4173 0.0389 -1.0828 0.0914 -0.2973 0.0572 -0.3332 0.0596 -3.5001 0.0830 -2.7146 0.0425 -2.7505 0.0456 0.7855 0.0930 0.7496 0.0945 -0.0359 0.0620 0.00334 1.288 
2456972.38982 -5.1238 0.0415 -2.6761 0.0050 99.9999 9.9999 -5.3791 0.0452 -5.4013 0.0455 2.4477 0.0418 99.9999 9.9999 -0.2553 0.0614 -0.2775 0.0616 99.9999 9.9999 -2.7030 0.0455 -2.7252 0.0458 99.9999 9.9999 99.9999 9.9999 -0.0222 0.0641 0.00334 1.286 
2456972.39038 -5.1596 0.0384 -2.7106 0.0048 -6.1297 0.0735 -5.4217 0.0417 -5.4739 0.0427 2.4490 0.0387 -0.9701 0.0829 -0.2621 0.0567 -0.3143 0.0574 -3.4191 0.0737 -2.7111 0.0420 -2.7633 0.0430 0.7080 0.0845 0.6558 0.0850 -0.0522 0.0597 0.00334 1.284 
2456972.39094 -5.1390 0.0386 -2.7123 0.0048 -6.2460 0.0835 -5.4124 0.0406 -5.3902 0.0402 2.4267 0.0389 -1.1070 0.0920 -0.2734 0.0560 -0.2512 0.0557 -3.5337 0.0836 -2.7001 0.0409 -2.6779 0.0405 0.8336 0.0928 0.8558 0.0927 0.0222 0.0571 0.00334 1.282 
2456972.39150 -5.1428 0.0411 -2.7107 0.0050 -6.2044 0.0849 -5.4275 0.0437 -5.3385 0.0433 2.4321 0.0414 -1.0616 0.0943 -0.2847 0.0600 -0.1957 0.0597 -3.4937 0.0850 -2.7168 0.0440 -2.6278 0.0436 0.7769 0.0955 0.8659 0.0953 0.0890 0.0615 0.00334 1.280 
2456972.39207 -5.1031 0.0370 99.9999 9.9999 99.9999 9.9999 -5.4113 0.0415 -5.4650 0.0454 99.9999 9.9999 99.9999 9.9999 -0.3082 0.0556 -0.3619 0.0586 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 -0.0537 0.0615 0.00334 1.278 
2456972.39263 -5.0742 0.0384 -2.7025 0.0051 -6.2289 0.0909 -5.4844 0.0477 -5.4734 0.0468 2.3717 0.0387 -1.1547 0.0987 -0.4102 0.0612 -0.3992 0.0605 -3.5264 0.0910 -2.7819 0.0480 -2.7709 0.0471 0.7445 0.1027 0.7555 0.1022 0.0110 0.0668 0.00334 1.276 
2456972.39319 -5.1314 0.0424 -2.6979 0.0052 -6.2340 0.0912 -5.3620 0.0435 -5.4280 0.0457 2.4335 0.0427 -1.1026 0.1006 -0.2306 0.0607 -0.2966 0.0623 -3.5361 0.0913 -2.6641 0.0438 -2.7301 0.0460 0.8720 0.1010 0.8060 0.1020 -0.0660 0.0631 0.00334 1.274 
2456972.39376 -5.1587 0.0406 -2.7110 0.0051 -6.3148 0.0980 -5.4516 0.0452 -5.4394 0.0462 2.4477 0.0409 -1.1561 0.1061 -0.2929 0.0608 -0.2807 0.0615 -3.6038 0.0981 -2.7406 0.0455 -2.7284 0.0465 0.8632 0.1079 0.8754 0.1083 0.0122 0.0646 0.00334 1.272 
2456972.39431 -5.1940 0.0412 -2.7229 0.0049 -6.1656 0.0797 -5.4494 0.0434 -5.5201 0.0480 2.4711 0.0415 -0.9716 0.0897 -0.2554 0.0598 -0.3261 0.0633 -3.4427 0.0798 -2.7265 0.0437 -2.7972 0.0482 0.7162 0.0908 0.6455 0.0930 -0.0707 0.0647 0.00334 1.271 
2456972.39488 -5.1516 0.0408 -2.7275 0.0051 -6.2562 0.0889 -5.4489 0.0466 -5.4086 0.0449 2.4241 0.0411 -1.1046 0.0978 -0.2973 0.0619 -0.2570 0.0607 -3.5287 0.0890 -2.7214 0.0469 -2.6811 0.0452 0.8073 0.1004 0.8476 0.0996 0.0403 0.0647 0.00334 1.269 
2456972.39543 -5.1593 0.0436 -2.7466 0.0054 99.9999 9.9999 -5.4203 0.0460 -5.4940 0.0488 2.4127 0.0439 99.9999 9.9999 -0.2610 0.0634 -0.3347 0.0654 99.9999 9.9999 -2.6737 0.0463 -2.7474 0.0491 99.9999 9.9999 99.9999 9.9999 -0.0737 0.0671 0.00334 1.267 
2456972.39599 -5.1919 0.0441 -2.7241 0.0053 -6.1671 0.0894 -5.4359 0.0461 -5.5004 0.0520 2.4678 0.0444 -0.9752 0.0997 -0.2440 0.0638 -0.3085 0.0682 -3.4430 0.0896 -2.7118 0.0464 -2.7763 0.0523 0.7312 0.1006 0.6667 0.1034 -0.0645 0.0695 0.00334 1.265 
2456972.39656 -5.1632 0.0477 99.9999 9.9999 99.9999 9.9999 -5.4554 0.0514 -5.3944 0.0473 99.9999 9.9999 99.9999 9.9999 -0.2922 0.0701 -0.2312 0.0672 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.0610 0.0699 0.00334 1.263 
2456972.39712 -5.1626 0.0458 -2.6887 0.0056 -6.2392 0.0990 -5.4186 0.0512 -5.3672 0.0473 2.4739 0.0461 -1.0766 0.1091 -0.2560 0.0687 -0.2046 0.0658 -3.5505 0.0992 -2.7299 0.0515 -2.6785 0.0476 0.8206 0.1115 0.8720 0.1097 0.0514 0.0697 0.00334 1.261 
2456972.39769 -5.1366 0.0474 -2.6696 0.0057 -6.1532 0.0985 -5.4358 0.0532 -5.4652 0.0545 2.4670 0.0477 -1.0166 0.1093 -0.2992 0.0713 -0.3286 0.0722 -3.4836 0.0987 -2.7662 0.0535 -2.7956 0.0548 0.7174 0.1119 0.6880 0.1126 -0.0294 0.0762 0.00334 1.260 
2456972.39826 -5.1743 0.0422 -2.7617 0.0054 -6.2011 0.0892 -5.4855 0.0483 -5.4746 0.0489 2.4126 0.0425 -1.0268 0.0987 -0.3112 0.0641 -0.3003 0.0646 -3.4394 0.0894 -2.7238 0.0486 -2.7129 0.0492 0.7156 0.1014 0.7265 0.1017 0.0109 0.0687 0.00334 1.258 
2456972.39881 -5.1720 0.0446 -2.7328 0.0055 -6.3194 0.1022 -5.4737 0.0501 -5.4117 0.0471 2.4392 0.0449 -1.1474 0.1115 -0.3017 0.0671 -0.2397 0.0649 -3.5866 0.1023 -2.7409 0.0504 -2.6789 0.0474 0.8457 0.1138 0.9077 0.1125 0.0620 0.0688 0.00334 1.256 
2456972.39938 -5.1081 0.0428 -2.7142 0.0054 -6.1120 0.0910 -5.3794 0.0479 -5.4409 0.0502 2.3939 0.0431 -1.0039 0.1006 -0.2713 0.0642 -0.3328 0.0660 -3.3978 0.0912 -2.6652 0.0482 -2.7267 0.0505 0.7326 0.1028 0.6711 0.1039 -0.0615 0.0694 0.00334 1.254 
2456972.39995 -5.1654 0.0429 -2.7465 0.0055 99.9999 9.9999 -5.4770 0.0484 -5.4535 0.0491 2.4189 0.0432 99.9999 9.9999 -0.3116 0.0647 -0.2881 0.0652 99.9999 9.9999 -2.7305 0.0487 -2.7070 0.0494 99.9999 9.9999 99.9999 9.9999 0.0235 0.0689 0.00334 1.252 
2456972.40050 -5.1769 0.0433 -2.7404 0.0052 -6.1725 0.0871 -5.5188 0.0495 -5.5054 0.0488 2.4365 0.0436 -0.9956 0.0973 -0.3419 0.0658 -0.3285 0.0652 -3.4321 0.0872 -2.7784 0.0498 -2.7650 0.0491 0.6537 0.1002 0.6671 0.0998 0.0134 0.0695 0.00334 1.251 
2456972.40107 -5.1784 0.0436 -2.7056 0.0051 -6.2996 0.0936 -5.4562 0.0453 -5.4947 0.0478 2.4728 0.0439 -1.1212 0.1033 -0.2778 0.0629 -0.3163 0.0647 -3.5940 0.0937 -2.7506 0.0456 -2.7891 0.0481 0.8434 0.1040 0.8049 0.1051 -0.0385 0.0659 0.00334 1.249 
2456972.40163 -5.1733 0.0403 -2.7111 0.0050 -6.2452 0.0904 -5.4115 0.0435 -5.5014 0.0478 2.4622 0.0406 -1.0719 0.0990 -0.2382 0.0593 -0.3281 0.0625 -3.5341 0.0905 -2.7004 0.0438 -2.7903 0.0481 0.8337 0.1003 0.7438 0.1023 -0.0899 0.0646 0.00334 1.247 
2456972.40219 -5.1425 0.0408 99.9999 9.9999 -6.1308 0.0788 -5.3740 0.0410 -5.4361 0.0442 99.9999 9.9999 -0.9883 0.0887 -0.2315 0.0578 -0.2936 0.0602 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.7568 0.0888 0.6947 0.0903 -0.0621 0.0603 0.00334 1.245 
2456972.40276 -5.1571 0.0391 -2.7415 0.0050 -6.2109 0.0804 -5.4883 0.0433 -5.4915 0.0444 2.4156 0.0394 -1.0538 0.0894 -0.3312 0.0583 -0.3344 0.0592 -3.4694 0.0805 -2.7468 0.0436 -2.7500 0.0447 0.7226 0.0913 0.7194 0.0918 -0.0032 0.0620 0.00334 1.244 
2456972.40332 -5.1569 0.0411 99.9999 9.9999 99.9999 9.9999 -5.4492 0.0441 -5.4257 0.0463 99.9999 9.9999 99.9999 9.9999 -0.2923 0.0603 -0.2688 0.0619 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.0235 0.0639 0.00334 1.242 
2456972.40388 -5.2181 0.0439 -2.7335 0.0052 -6.2866 0.0945 -5.4891 0.0500 -5.4535 0.0465 2.4846 0.0442 -1.0685 0.1042 -0.2710 0.0665 -0.2354 0.0639 -3.5531 0.0946 -2.7556 0.0503 -2.7200 0.0468 0.7975 0.1069 0.8331 0.1053 0.0356 0.0683 0.00334 1.240 
2456972.40445 -5.1981 0.0436 -2.7061 0.0051 -6.1755 0.0835 -5.3752 0.0428 -5.5020 0.0474 2.4920 0.0439 -0.9774 0.0942 -0.1771 0.0611 -0.3039 0.0644 -3.4694 0.0836 -2.6691 0.0431 -2.7959 0.0477 0.8003 0.0938 0.6735 0.0960 -0.1268 0.0639 0.00334 1.238 
2456972.40501 -5.2030 0.0397 -2.7641 0.0050 -6.3536 0.0963 -5.5122 0.0454 -5.4596 0.0429 2.4389 0.0400 -1.1506 0.1042 -0.3092 0.0603 -0.2566 0.0585 -3.5895 0.0964 -2.7481 0.0457 -2.6955 0.0432 0.8414 0.1065 0.8940 0.1054 0.0526 0.0625 0.00334 1.237 
2456972.40556 -5.1839 0.0397 99.9999 9.9999 -6.2785 0.0885 -5.4484 0.0421 -5.4561 0.0417 99.9999 9.9999 -1.0946 0.0970 -0.2645 0.0579 -0.2722 0.0576 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.8301 0.0980 0.8224 0.0978 -0.0077 0.0593 0.00334 1.235 
2456972.40613 -5.1978 0.0410 -2.7486 0.0050 99.9999 9.9999 -5.4551 0.0442 -5.4621 0.0440 2.4492 0.0413 99.9999 9.9999 -0.2573 0.0603 -0.2643 0.0601 99.9999 9.9999 -2.7065 0.0445 -2.7135 0.0443 99.9999 9.9999 99.9999 9.9999 -0.0070 0.0624 0.00334 1.233 
2456972.40670 -5.1655 0.0408 -2.7264 0.0051 99.9999 9.9999 -5.4507 0.0425 -5.5118 0.0481 2.4391 0.0411 99.9999 9.9999 -0.2852 0.0589 -0.3463 0.0631 99.9999 9.9999 -2.7243 0.0428 -2.7854 0.0484 99.9999 9.9999 99.9999 9.9999 -0.0611 0.0642 0.00334 1.232 
2456972.40725 -5.1792 0.0411 -2.7850 0.0052 99.9999 9.9999 -5.5210 0.0461 -5.5368 0.0478 2.3942 0.0414 99.9999 9.9999 -0.3418 0.0618 -0.3576 0.0630 99.9999 9.9999 -2.7360 0.0464 -2.7518 0.0481 99.9999 9.9999 99.9999 9.9999 -0.0158 0.0664 0.00334 1.230 
2456972.40782 -5.1593 0.0380 -2.7704 0.0053 -6.2330 0.0847 -5.4377 0.0430 -5.4854 0.0465 2.3889 0.0384 -1.0737 0.0928 -0.2784 0.0574 -0.3261 0.0601 -3.4626 0.0849 -2.6673 0.0433 -2.7150 0.0468 0.7953 0.0950 0.7476 0.0966 -0.0477 0.0633 0.00334 1.228 
2456972.40839 -5.1617 0.0419 -2.7213 0.0052 -6.2867 0.0911 -5.4480 0.0458 -5.5196 0.0502 2.4404 0.0422 -1.1250 0.1003 -0.2863 0.0621 -0.3579 0.0654 -3.5654 0.0912 -2.7267 0.0461 -2.7983 0.0505 0.8387 0.1020 0.7671 0.1040 -0.0716 0.0680 0.00334 1.227 
2456972.40894 -5.1690 0.0418 -2.7236 0.0050 -6.2683 0.0924 -5.5556 0.0506 -5.5137 0.0476 2.4454 0.0421 -1.0993 0.1014 -0.3866 0.0656 -0.3447 0.0633 -3.5447 0.0925 -2.8320 0.0508 -2.7901 0.0479 0.7127 0.1053 0.7546 0.1039 0.0419 0.0695 0.00334 1.225 
2456972.40951 -5.1380 0.0424 -2.7101 0.0053 -6.3200 0.1014 -5.4252 0.0477 -5.4688 0.0485 2.4279 0.0427 -1.1820 0.1099 -0.2872 0.0638 -0.3308 0.0644 -3.6099 0.1015 -2.7151 0.0480 -2.7587 0.0488 0.8948 0.1121 0.8512 0.1124 -0.0436 0.0680 0.00334 1.223 
2456972.41006 -5.1579 0.0429 -2.7682 0.0054 99.9999 9.9999 -5.5172 0.0495 -5.4802 0.0453 2.3897 0.0432 99.9999 9.9999 -0.3593 0.0655 -0.3223 0.0624 99.9999 9.9999 -2.7490 0.0498 -2.7120 0.0456 99.9999 9.9999 99.9999 9.9999 0.0370 0.0671 0.00334 1.222 
2456972.41063 -5.1324 0.0411 -2.7060 0.0052 -6.4144 0.1091 -5.5173 0.0480 -5.4804 0.0477 2.4264 0.0414 -1.2820 0.1166 -0.3849 0.0632 -0.3480 0.0630 -3.7084 0.1092 -2.8113 0.0483 -2.7744 0.0480 0.8971 0.1192 0.9340 0.1191 0.0369 0.0677 0.00334 1.220 
2456972.41119 -5.1248 0.0394 -2.7545 0.0052 -6.2996 0.0946 -5.4198 0.0452 -5.4672 0.0470 2.3703 0.0397 -1.1748 0.1025 -0.2950 0.0600 -0.3424 0.0613 -3.5451 0.0947 -2.6653 0.0455 -2.7127 0.0473 0.8798 0.1048 0.8324 0.1056 -0.0474 0.0652 0.00334 1.219 
2456972.41175 -5.2174 0.0449 -2.7332 0.0054 -6.1530 0.0861 -5.4169 0.0445 -5.5569 0.0521 2.4842 0.0452 -0.9356 0.0971 -0.1995 0.0632 -0.3395 0.0688 -3.4198 0.0863 -2.6837 0.0448 -2.8237 0.0524 0.7361 0.0969 0.5961 0.1006 -0.1400 0.0685 0.00334 1.217 
2456972.41231 -5.2044 0.0456 -2.7649 0.0055 99.9999 9.9999 -5.4419 0.0483 -5.5096 0.0524 2.4395 0.0459 99.9999 9.9999 -0.2375 0.0664 -0.3052 0.0695 99.9999 9.9999 -2.6770 0.0486 -2.7447 0.0527 99.9999 9.9999 99.9999 9.9999 -0.0677 0.0713 0.00334 1.215 
2456972.41288 -5.2031 0.0433 -2.8020 0.0056 -6.1917 0.0856 -5.5040 0.0471 -5.4490 0.0471 2.4011 0.0436 -0.9886 0.0959 -0.3009 0.0640 -0.2459 0.0640 -3.3897 0.0858 -2.7020 0.0474 -2.6470 0.0474 0.6877 0.0977 0.7427 0.0977 0.0550 0.0666 0.00334 1.214 
2456972.41344 -5.1684 0.0481 -2.6851 0.0056 -6.1917 0.1041 -5.5158 0.0575 -5.4621 0.0567 2.4833 0.0484 -1.0233 0.1147 -0.3474 0.0750 -0.2937 0.0744 -3.5066 0.1042 -2.8307 0.0578 -2.7770 0.0570 0.6759 0.1189 0.7296 0.1185 0.0537 0.0808 0.00334 1.212 
2456972.41400 -5.1804 0.0466 -2.7378 0.0055 99.9999 9.9999 -5.5092 0.0523 -5.4893 0.0528 2.4426 0.0469 99.9999 9.9999 -0.3288 0.0700 -0.3089 0.0704 99.9999 9.9999 -2.7714 0.0526 -2.7515 0.0531 99.9999 9.9999 99.9999 9.9999 0.0199 0.0743 0.00334 1.211 
2456972.41457 -5.2191 0.0488 -2.7890 0.0057 99.9999 9.9999 -5.4536 0.0501 -5.4777 0.0518 2.4301 0.0491 99.9999 9.9999 -0.2345 0.0699 -0.2586 0.0712 99.9999 9.9999 -2.6646 0.0504 -2.6887 0.0521 99.9999 9.9999 99.9999 9.9999 -0.0241 0.0721 0.00334 1.209 
2456972.41513 -5.1686 0.0483 -2.7388 0.0059 99.9999 9.9999 -5.4524 0.0540 -5.4629 0.0545 2.4298 0.0486 99.9999 9.9999 -0.2838 0.0724 -0.2943 0.0728 99.9999 9.9999 -2.7136 0.0543 -2.7241 0.0548 99.9999 9.9999 99.9999 9.9999 -0.0105 0.0767 0.00334 1.207 
2456972.41570 -5.2643 0.0495 -2.7397 0.0056 99.9999 9.9999 -5.5435 0.0559 -5.5053 0.0537 2.5246 0.0498 99.9999 9.9999 -0.2792 0.0747 -0.2410 0.0730 99.9999 9.9999 -2.8038 0.0562 -2.7656 0.0540 99.9999 9.9999 99.9999 9.9999 0.0382 0.0775 0.00334 1.206 
2456972.41626 -5.2190 0.0443 -2.8007 0.0056 -6.1678 0.0841 -5.5398 0.0512 -5.5108 0.0483 2.4183 0.0446 -0.9488 0.0951 -0.3208 0.0677 -0.2918 0.0655 -3.3671 0.0843 -2.7391 0.0515 -2.7101 0.0486 0.6280 0.0985 0.6570 0.0970 0.0290 0.0704 0.00334 1.204 
2456972.41682 -5.1706 0.0467 -2.7235 0.0057 99.9999 9.9999 -5.4127 0.0520 -5.5267 0.0564 2.4471 0.0470 99.9999 9.9999 -0.2421 0.0699 -0.3561 0.0732 99.9999 9.9999 -2.6892 0.0523 -2.8032 0.0567 99.9999 9.9999 99.9999 9.9999 -0.1140 0.0767 0.00334 1.203 
2456972.41739 -5.1801 0.0483 -2.7439 0.0059 99.9999 9.9999 -5.4959 0.0551 -5.5398 0.0587 2.4362 0.0486 99.9999 9.9999 -0.3158 0.0733 -0.3597 0.0760 99.9999 9.9999 -2.7520 0.0554 -2.7959 0.0590 99.9999 9.9999 99.9999 9.9999 -0.0439 0.0805 0.00334 1.201 
2456972.41795 -5.2088 0.0517 -2.7688 0.0061 -6.2494 0.1114 -5.5011 0.0561 -5.5276 0.0583 2.4400 0.0520 -1.0406 0.1228 -0.2923 0.0763 -0.3188 0.0779 -3.4806 0.1116 -2.7323 0.0564 -2.7588 0.0586 0.7483 0.1247 0.7218 0.1257 -0.0265 0.0809 0.00334 1.200 
2456972.41851 -5.2702 0.0505 -2.7411 0.0056 -6.2523 0.0992 -5.5383 0.0539 -5.5642 0.0540 2.5291 0.0508 -0.9821 0.1113 -0.2681 0.0739 -0.2940 0.0739 -3.5112 0.0994 -2.7972 0.0542 -2.8231 0.0543 0.7140 0.1129 0.6881 0.1129 -0.0259 0.0763 0.00334 1.198 
2456972.41908 -5.2135 0.0486 -2.7469 0.0056 -6.3856 0.1157 -5.4799 0.0541 -5.5284 0.0559 2.4666 0.0489 -1.1721 0.1255 -0.2664 0.0727 -0.3149 0.0741 -3.6387 0.1158 -2.7330 0.0544 -2.7815 0.0562 0.9057 0.1277 0.8572 0.1285 -0.0485 0.0778 0.00334 1.197 
2456972.41964 -5.2167 0.0480 99.9999 9.9999 -6.2811 0.1098 -5.4525 0.0518 -5.4819 0.0548 99.9999 9.9999 -1.0644 0.1198 -0.2358 0.0706 -0.2652 0.0728 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.8286 0.1214 0.7992 0.1227 -0.0294 0.0754 0.00334 1.195 
2456972.42020 -5.2580 0.0462 -2.7989 0.0056 -6.4721 0.1176 -5.5331 0.0505 -5.4992 0.0503 2.4591 0.0465 -1.2141 0.1263 -0.2751 0.0684 -0.2412 0.0683 -3.6732 0.1177 -2.7342 0.0508 -2.7003 0.0506 0.9390 0.1280 0.9729 0.1279 0.0339 0.0713 0.00334 1.194 
2456972.42076 -5.2063 0.0462 -2.7870 0.0056 -6.2279 0.0943 -5.5792 0.0530 -5.5424 0.0496 2.4193 0.0465 -1.0216 0.1050 -0.3729 0.0703 -0.3361 0.0678 -3.4409 0.0945 -2.7922 0.0533 -2.7554 0.0499 0.6487 0.1082 0.6855 0.1065 0.0368 0.0726 0.00334 1.192 
2456972.42133 -5.1848 0.0454 -2.7233 0.0057 -6.2714 0.1019 -5.4899 0.0522 -5.5473 0.0538 2.4615 0.0457 -1.0866 0.1116 -0.3051 0.0692 -0.3625 0.0704 -3.5481 0.1021 -2.7666 0.0525 -2.8240 0.0541 0.7815 0.1145 0.7241 0.1152 -0.0574 0.0750 0.00334 1.191 
2456972.42189 -5.2960 0.0540 -2.8160 0.0062 -6.2475 0.1067 -5.4339 0.0517 -5.4779 0.0527 2.4800 0.0543 -0.9515 0.1196 -0.1379 0.0748 -0.1819 0.0755 -3.4315 0.1069 -2.6179 0.0521 -2.6619 0.0531 0.8136 0.1186 0.7696 0.1190 -0.0440 0.0738 0.00334 1.189 
2456972.42246 -5.1998 0.0487 -2.7473 0.0057 -6.1897 0.0973 -5.4598 0.0525 -5.5001 0.0507 2.4525 0.0490 -0.9899 0.1088 -0.2600 0.0716 -0.3003 0.0703 -3.4424 0.0975 -2.7125 0.0528 -2.7528 0.0510 0.7299 0.1106 0.6896 0.1097 -0.0403 0.0730 0.00334 1.188 
2456972.42303 -5.1889 0.0449 -2.7740 0.0055 -6.2921 0.1014 -5.5200 0.0509 -5.4902 0.0511 2.4149 0.0452 -1.1032 0.1109 -0.3311 0.0679 -0.3013 0.0680 -3.5181 0.1015 -2.7460 0.0512 -2.7162 0.0514 0.7721 0.1135 0.8019 0.1135 0.0298 0.0721 0.00334 1.186 
2456972.42358 -5.3327 0.0640 -2.8139 0.0067 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 2.5188 0.0643 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.00334 1.185 
2456972.42415 -5.1824 0.0399 -2.7118 0.0051 -6.2052 0.0862 -5.4719 0.0457 -5.5198 0.0489 2.4706 0.0402 -1.0228 0.0950 -0.2895 0.0607 -0.3374 0.0631 -3.4934 0.0863 -2.7601 0.0460 -2.8080 0.0492 0.7333 0.0976 0.6854 0.0991 -0.0479 0.0669 0.00334 1.183 
2456972.42471 -5.1615 0.0393 -2.7492 0.0051 -6.2835 0.0894 -5.4322 0.0436 -5.4620 0.0449 2.4123 0.0396 -1.1220 0.0977 -0.2707 0.0587 -0.3005 0.0597 -3.5343 0.0895 -2.6830 0.0439 -2.7128 0.0452 0.8513 0.0995 0.8215 0.1000 -0.0298 0.0626 0.00334 1.182 
2456972.42527 -5.1963 0.0425 99.9999 9.9999 -6.3434 0.0947 -5.5467 0.0470 -5.5153 0.0457 99.9999 9.9999 -1.1471 0.1038 -0.3504 0.0634 -0.3190 0.0624 99.9999 9.9999 99.9999 9.9999 99.9999 9.9999 0.7967 0.1057 0.8281 0.1052 0.0314 0.0656 0.00334 1.180 
2456972.42584 -5.2370 0.0424 -2.8148 0.0053 99.9999 9.9999 -5.5003 0.0460 -5.5434 0.0498 2.4222 0.0427 99.9999 9.9999 -0.2633 0.0626 -0.3064 0.0654 99.9999 9.9999 -2.6855 0.0463 -2.7286 0.0501 99.9999 9.9999 99.9999 9.9999 -0.0431 0.0678 0.00334 1.179 
2456972.42640 -5.2821 0.0452 -2.7920 0.0054 -6.3988 0.1071 -5.5069 0.0477 -5.5809 0.0517 2.4901 0.0455 -1.1167 0.1162 -0.2248 0.0657 -0.2988 0.0687 -3.6068 0.1072 -2.7149 0.0480 -2.7889 0.0520 0.8919 0.1172 0.8179 0.1189 -0.0740 0.0703 0.00334 1.178 
